crash_date,news_date,headline
2022-11-07,2022-11-02,Powerball winning numbers for 11/02/22: $1.20 Billion Jackpot
2022-11-07,2022-11-02,"Mega Millions numbers for 11/01/2022, Tuesday jackpot was $87 million - Newsweek"
2022-11-07,2022-11-02,Meet The World’s Top Female-Friendly Companies 2022 - Forbes
2022-11-07,2022-11-03,11/03/2022: Unseasonably warm stretch - NEWS10 ABC
2022-11-07,2022-11-03,Winter Movies 2022: Here’s What’s Coming Soon to Streaming and Theaters (Published 2022) - The New York Times
2022-11-07,2022-11-03,How the 2022 midterms will shape the 2024 presidential election - USA TODAY
2022-11-07,2022-11-03,"Nov. 3, 2022 US election coverage | CNN Politics"
2022-11-07,2022-11-03,"From 2022 to 2024: Donald Trump, Ron DeSantis, Mike Pence, Joe Biden - USA TODAY"
2022-11-07,2022-11-04,Exchange Rates History for 11 April 2022 (11/04/2022)
2022-11-07,2022-11-04,"The Best New Movies And Shows On Netflix Today: November 4, 2022"
2022-11-07,2022-11-04,Democrats' 'optimistic apostle' offers hope for the midterms
2022-11-07,2022-11-04,What is voter intimidation and how concerned should you be?
2022-11-07,2022-11-04,Mega Millions $119M jackpot (11/04/22): When and how to find out if you’ve won
2022-11-07,2022-11-04,Fact check: 2020 presidential election results are still legitimate - USA TODAY
2022-11-07,2022-11-04,Opinion: The role race plays in Latinos voting - CNN
2022-11-07,2022-11-04,What you need to know about the history of daylight saving time - NPR
2022-11-07,2022-11-04,Mega Millions results for 11/04/22; jackpot worth $119 million
2022-11-07,2022-11-04,The Housing Market Is Worse Than You Think (Published 2022)
2022-11-07,2022-11-04,Mega Millions winning numbers for 11/04/22: $119 million Jackpot
2022-11-07,2022-11-05,Hackaday Prize 2022: Meet The Winners Of This Year’s Competition
2022-11-07,2022-11-05,"Powerball winning numbers from the Nov. 5, 2022, drawing - USA TODAY"
2022-11-07,2022-11-05,Powerball winning numbers for 11/05/22: $1.6 Billion Jackpot
2022-11-07,2022-11-05,Live Powerball numbers for 11/05/22; jackpot worth world record $1.6 billion
2022-11-07,2022-11-05,Powerball results for 11/05/22; did anyone win the record $1.657 billion jackpot?
2022-11-07,2022-11-05,The 10 Best Movies Added To Netflix In November 2022
2022-11-07,2022-11-05,Houston Astros Win World Series - The New York Times
2022-11-07,2022-11-05,Mega Millions numbers for 11/4/22: Lottery results for $119M jackpot - Courier-Journal
2022-11-07,2022-11-05,"Daylight Saving Time: What is it, and why do we have it? | CNN"
2022-11-07,2022-11-06,"Windows 11 2022 Update Now Available To All... Well, Almost All - Forbes"
2022-11-07,2022-11-06,"Nov. 6, 2022 US midterms coverage | CNN Politics"
2022-11-07,2022-11-06,Analysis: Seven key races in the 2022 midterm elections - CNN
2022-11-07,2022-11-06,How social media has changed the U.S. Congress - CBS News
2022-11-07,2022-11-06,"Winning Powerball numbers: Saturday, Nov. 5. Jackpot now $1.6 billion - Treasure Coast News"
2022-11-07,2022-11-06,Mimi Parker of rock band Low has died : NPR
2022-11-07,2022-11-07,US Dollar Exchange Rates for 11/07/2022 (11 July 2022)
2022-11-07,2022-11-07,When is Christmas 2022? Here's what you need to know - USA TODAY
2022-11-07,2022-11-07,Singles’ Day 2022: What’s Different? - Forbes
2022-11-07,2022-11-07,What the 2022 early vote data say - The Washington Post
2022-11-07,2022-11-07,How long counting votes might take by state after polls close - The Washington Post
2022-11-07,2022-11-07,Exchange Rates History for 11 July 2022 (11/07/2022)
2022-11-09,2022-11-03,11/03/2022: Unseasonably warm stretch - NEWS10 ABC
2022-11-09,2022-11-03,Winter Movies 2022: Here’s What’s Coming Soon to Streaming and Theaters (Published 2022) - The New York Times
2022-11-09,2022-11-03,How the 2022 midterms will shape the 2024 presidential election - USA TODAY
2022-11-09,2022-11-03,"Nov. 3, 2022 US election coverage | CNN Politics"
2022-11-09,2022-11-03,"From 2022 to 2024: Donald Trump, Ron DeSantis, Mike Pence, Joe Biden - USA TODAY"
2022-11-09,2022-11-04,Exchange Rates History for 11 April 2022 (11/04/2022)
2022-11-09,2022-11-04,"The Best New Movies And Shows On Netflix Today: November 4, 2022"
2022-11-09,2022-11-04,Democrats' 'optimistic apostle' offers hope for the midterms
2022-11-09,2022-11-04,What is voter intimidation and how concerned should you be?
2022-11-09,2022-11-04,Mega Millions $119M jackpot (11/04/22): When and how to find out if you’ve won
2022-11-09,2022-11-04,Fact check: 2020 presidential election results are still legitimate - USA TODAY
2022-11-09,2022-11-04,Opinion: The role race plays in Latinos voting - CNN
2022-11-09,2022-11-04,What you need to know about the history of daylight saving time - NPR
2022-11-09,2022-11-04,Mega Millions results for 11/04/22; jackpot worth $119 million
2022-11-09,2022-11-04,The Housing Market Is Worse Than You Think (Published 2022)
2022-11-09,2022-11-04,Mega Millions winning numbers for 11/04/22: $119 million Jackpot
2022-11-09,2022-11-05,Hackaday Prize 2022: Meet The Winners Of This Year’s Competition
2022-11-09,2022-11-05,"Powerball winning numbers from the Nov. 5, 2022, drawing - USA TODAY"
2022-11-09,2022-11-05,Powerball winning numbers for 11/05/22: $1.6 Billion Jackpot
2022-11-09,2022-11-05,Live Powerball numbers for 11/05/22; jackpot worth world record $1.6 billion
2022-11-09,2022-11-05,Powerball results for 11/05/22; did anyone win the record $1.657 billion jackpot?
2022-11-09,2022-11-05,The 10 Best Movies Added To Netflix In November 2022
2022-11-09,2022-11-05,Houston Astros Win World Series - The New York Times
2022-11-09,2022-11-05,Mega Millions numbers for 11/4/22: Lottery results for $119M jackpot - Courier-Journal
2022-11-09,2022-11-05,"Daylight Saving Time: What is it, and why do we have it? | CNN"
2022-11-09,2022-11-06,"Windows 11 2022 Update Now Available To All... Well, Almost All - Forbes"
2022-11-09,2022-11-06,"Nov. 6, 2022 US midterms coverage | CNN Politics"
2022-11-09,2022-11-06,Analysis: Seven key races in the 2022 midterm elections - CNN
2022-11-09,2022-11-06,How social media has changed the U.S. Congress - CBS News
2022-11-09,2022-11-06,"Winning Powerball numbers: Saturday, Nov. 5. Jackpot now $1.6 billion - Treasure Coast News"
2022-11-09,2022-11-06,Mimi Parker of rock band Low has died : NPR
2022-11-09,2022-11-07,US Dollar Exchange Rates for 11/07/2022 (11 July 2022)
2022-11-09,2022-11-07,When is Christmas 2022? Here's what you need to know - USA TODAY
2022-11-09,2022-11-07,Singles’ Day 2022: What’s Different? - Forbes
2022-11-09,2022-11-07,What the 2022 early vote data say - The Washington Post
2022-11-09,2022-11-07,How long counting votes might take by state after polls close - The Washington Post
2022-11-09,2022-11-07,Exchange Rates History for 11 July 2022 (11/07/2022)
2022-11-09,2022-11-08,2022 midterm election results map: Live updates from across US - New York Post
2022-11-09,2022-11-08,Hungarian Forint Exchange Rates for 11/08/2022 (11 August 2022)
2022-11-09,2022-11-08,Attorney general races election results 2022: live updates - NPR
2022-11-09,2022-11-08,2022 Election Results - USA TODAY
2022-11-09,2022-11-08,Meet the history-makers of the 2022 midterm elections - CNN
2022-11-09,2022-11-08,What 2022 exit polls show about how the U.S. voted - The Washington Post
2022-11-09,2022-11-08,What to expect in the 2022 midterm elections - NPR
2022-11-09,2022-11-08,A staggering amount of money has been spent on top Senate races in 2022 - CNN
2022-11-09,2022-11-08,Colorado 2022 Ballot Measures: What passed and what failed
2022-11-09,2022-11-08,2022 House Election Results & Map - USA TODAY
2022-11-09,2022-11-08,Exchange Rates History for 11 August 2022 (11/08/2022)
2022-11-09,2022-11-09,US Dollar Exchange Rates for 11/09/2022 (11 September 2022)
2022-11-09,2022-11-09,"Nov. 9, 2022 US election coverage | CNN Politics"
2022-11-09,2022-11-09,CMA Awards 2022: See the full list of winners | CNN
2022-11-09,2022-11-09,2022 midterms: Women and suburban voters help Democrats avoid disaster - USA TODAY
2022-11-09,2022-11-09,Microsoft Windows 11 update: What you need to know about the changes - USA TODAY
2022-11-09,2022-11-09,"Microsoft releases Windows 11 22H2, formally dubbed the “2022 Update”"
2022-11-21,2022-11-15,Exchange Rates History for 15 November 2022 (15/11/2022)
2022-11-21,2022-11-15,All the controversies surrounding the Qatar World Cup in 2022
2022-11-21,2022-11-15,Mega Millions $207M jackpot (11/15/22): When and how to find out if you’ve won
2022-11-21,2022-11-15,"Mega Millions lottery: Did you win Tuesday’s $207M Mega Millions drawing? Winning numbers, live results (11/15/22)"
2022-11-21,2022-11-15,"Colorado snow totals for Nov. 14-15, 2022 - The Denver Post"
2022-11-21,2022-11-15,"Measure 111 passes, giving Oregonians a constitutional right to access affordable health care - OPB - Oregon Public Broadcasting"
2022-11-21,2022-11-15,Republicans’ 2022 Lesson: Voters Who Trust Elections Are More Likely to Vote (Published 2022) - The New York Times
2022-11-21,2022-11-15,US Dollar Exchange Rates for 15/11/2022 (15 November 2022)
2022-11-21,2022-11-16,Exchange Rates History for 16 November 2022 (16/11/2022)
2022-11-21,2022-11-16,"Powerball lottery: Did you win Wednesday’s $76M Powerball drawing? Winning numbers, live results (11/16/2022) - nj.com"
2022-11-21,2022-11-16,Microsoft’s SQL Server 2022 is all about Azure - TechCrunch
2022-11-21,2022-11-16,SQL Server 2022: Every Licensing Detail You Need To Know
2022-11-21,2022-11-16,How Republicans Won the House - The New York Times
2022-11-21,2022-11-16,Why it takes California so long to count election ballots - CNN
2022-11-21,2022-11-16,Microsoft Finally Releases SQL Server 2022 -- Redmondmag.com
2022-11-21,2022-11-16,Here's How Latinos Voted In The 2022 Midterms : 1A - NPR
2022-11-21,2022-11-16,US Dollar Exchange Rates for 16/11/2022 (16 November 2022)
2022-11-21,2022-11-17,"Colorado snow totals for Nov. 17, 2022 - The Denver Post"
2022-11-21,2022-11-17,How to see the November Leonid meteor shower: What to know - New York Post
2022-11-21,2022-11-17,US Dollar Exchange Rates for 17/11/2022 (17 November 2022)
2022-11-21,2022-11-17,2022 NFL Playoffs: Here Is Every Time a Division Has Had Three Playoff Teams
2022-11-21,2022-11-17,"Stock Market Today: Dow Slips on Retail Earnings, Jobless Claims - The Wall Street Journal"
2022-11-21,2022-11-17,Exchange Rates History for 17 November 2022 (17/11/2022)
2022-11-21,2022-11-18,US Dollar Exchange Rates for 18/11/2022 (18 November 2022)
2022-11-21,2022-11-18,"Saints vs. Rams Week 11 Game Recap - November 20, 2022 - New Orleans Saints"
2022-11-21,2022-11-18,Exchange Rates History for 18 November 2022 (18/11/2022)
2022-11-21,2022-11-19,US Dollar Exchange Rates for 19/11/2022 (19 November 2022)
2022-11-21,2022-11-19,How Qatar won the 2022 World Cup bid - The Athletic - The New York Times
2022-11-21,2022-11-19,How to watch the World Cup 2022 online and on TV : NPR
2022-11-21,2022-11-19,World Cup 2022 — a beginner’s guide: Every question you’ve been too afraid to ask - The Athletic - The New York Times
2022-11-21,2022-11-19,"How does the World Cup work? Group stage and knockout stage, explained - USA TODAY"
2022-11-21,2022-11-20,"Saints vs. Rams Week 11 Game Recap - November 20, 2022 - New Orleans Saints"
2022-11-21,2022-11-20,AMAs winners 2022: Taylor Swift sweeps with six wins - New York Post
2022-11-21,2022-11-20,How to stream the 2022 FIFA World Cup in the USA - TechCrunch
2022-11-21,2022-11-20,US Dollar Exchange Rates for 20/11/2022 (20 November 2022)
2022-11-21,2022-11-20,Thanksgiving weather forecast 2022 - New York Post
2022-11-21,2022-11-20,"American Music Awards 2022 Live Stream: Time, Channel, How To Watch The AMAs 2022 Live - Decider"
2022-11-21,2022-11-20,Windows 11’s 2022 Update has something new for everyone
2022-11-21,2022-11-20,"Down and Out When 2022 Began, Novak Djokovic Is On Top Again. Kind Of. (Published 2022) - The New York Times"
2022-11-21,2022-11-20,Exchange Rates History for 20 November 2022 (20/11/2022)
2022-11-21,2022-11-21,Tom Sietsema’s 7 favorite places to eat in November 2022
2022-11-21,2022-11-21,"USNI News Fleet and Marine Tracker: Nov. 21, 2022"
2022-11-21,2022-11-21,US Dollar Exchange Rates for 21/11/2022 (21 November 2022)
2022-11-21,2022-11-21,"Nov. 21, 2022 coverage of the World Cup - CNN"
2022-11-21,2022-11-21,Parents welcome twins from embryos frozen 30 years ago | CNN
2022-11-21,2022-11-21,"Powerball lottery: Did you win Monday’s $20M Powerball drawing? Winning numbers, live results (11/21/2022)"
2022-11-21,2022-11-21,So Just How Much Faster Is Visual Studio 2022 17.4?
2022-11-21,2022-11-21,"Daily horoscope for November 21, 2022 - The Denver Post"
2022-11-21,2022-11-21,"WWE Raw Results: Winners, News And Notes On November 21, 2022 - Forbes"
2022-11-21,2022-11-21,The tech being used at the World Cup in Qatar - The Washington Post
2022-11-21,2022-11-21,‘The Ezra Klein Show’ Book Recommendations (2022)
2022-11-21,2022-11-21,Euro Exchange Rates for 21/11/2022 (21 November 2022)
2022-12-05,2022-11-29,"Mega Millions Numbers for 11/29/2022, Tuesday Jackpot Was $305 Million"
2022-12-05,2022-11-29,"Mega Millions lottery: Did you win Tuesday’s $305M Mega Millions drawing? Winning numbers, live results (11/29/22)"
2022-12-05,2022-11-29,US Dollar Exchange Rates for 29/11/2022 (29 November 2022)
2022-12-05,2022-11-29,Photos: Highlights from the 2022 FIFA World Cup - NPR
2022-12-05,2022-11-29,US suicide rate rises to its highest point in more than 80 years - USA TODAY
2022-12-05,2022-11-29,The 10 Best Books of 2022 - The New York Times
2022-12-05,2022-11-29,14 Overlooked Tech Stories Of 2022 More People Need To Know About - Forbes
2022-12-05,2022-11-29,What the heck happened to Salesforce? | CNN Business
2022-12-05,2022-11-29,"Colorado snow totals for Nov. 29, 2022 - The Denver Post"
2022-12-05,2022-11-29,Exchange Rates History for 29 November 2022 (29/11/2022)
2022-12-05,2022-11-30,Exchange Rates History for 30 November 2022 (30/11/2022)
2022-12-05,2022-11-30,Mexico eliminated from 2022 World Cup on crushing tiebreaker - New York Post
2022-12-05,2022-11-30,"November 30, 2022 World Cup news and highlights - CNN"
2022-12-05,2022-11-30,The worst candidates of the 2022 election - The Washington Post
2022-12-05,2022-11-30,Who Won the Super Bowl in 2022? - Sports Illustrated
2022-12-05,2022-11-30,"Powerball lottery: Did you win Wednesday’s $65M Powerball drawing? Winning numbers, live results (11/30/2022) - nj.com"
2022-12-05,2022-11-30,Best Albums of 2022 (Published 2022) - The New York Times
2022-12-05,2022-11-30,"November 30, 2022 World Cup news and highlights - CNN"
2022-12-05,2022-11-30,US Dollar Exchange Rates for 30/11/2022 (30 November 2022)
2022-12-05,2022-12-01,2022 NASCAR Awards a sound success in the Music City
2022-12-05,2022-12-01,12/01/2022: A blustery start to December - NEWS10 ABC
2022-12-05,2022-12-01,"December 1, 2022 World Cup news and highlights | CNN"
2022-12-05,2022-12-01,Stock Market Today: Dow Falls Almost 200 Points Ahead of Friday's Jobs Report - The Wall Street Journal
2022-12-05,2022-12-01,Best TV Shows of 2022 - The New York Times
2022-12-05,2022-12-01,Grading the 2022 season for each Pac-12 football team - The Mercury News
2022-12-05,2022-12-02,"Mega Millions Numbers for 12/02/2022, Friday Jackpot Was $333 Million"
2022-12-05,2022-12-02,"The News Roundup For December 2, 2022 : 1A - NPR"
2022-12-05,2022-12-02,Costco Reports November 2022 Sales - Forbes
2022-12-05,2022-12-02,Mega Millions $333M jackpot (12/02/22): When and how to find out if you’ve won
2022-12-05,2022-12-02,Analyzing Georgia’s 2022 Midterm Elections - The New York Times
2022-12-05,2022-12-03,"Dec. 3, 2022 coverage of the World Cup - CNN"
2022-12-05,2022-12-03,"The 20 best books of 2022, according to our critics"
2022-12-05,2022-12-03,Why 2022 is the year of the espresso martini | CNN Business
2022-12-05,2022-12-03,Exchange Rates History for 3 December 2022 (03/12/2022)
2022-12-05,2022-12-03,The Best Of Art Basel Miami Beach 2022
2022-12-05,2022-12-03,Powerball winning numbers for 12/03/22: $81 Million Jackpot
2022-12-05,2022-12-03,Apple iPad 2022: New Report Uncovers Tablet’s Big Drawback - Forbes
2022-12-05,2022-12-04,2022 Forbes Holiday Gift Guide: An A-To-Z List Of Letter-Perfect Presents
2022-12-05,2022-12-04,"December 4, 2022 coverage of the World Cup | CNN - CNN International"
2022-12-05,2022-12-04,The 100 best songs of 2022 (complete with playlist!)
2022-12-05,2022-12-04,Black Friday Sales Numbers Hit Record Highs Despite Fears Of Recession - Forbes
2022-12-05,2022-12-04,"Full transcript of ""Face the Nation"" on Dec. 4, 2022 - CBS News"
2022-12-05,2022-12-04,Mount Semeru: Thousands evacuated after Indonesia volcano erupts | CNN - CNN International
2022-12-05,2022-12-04,Powerball numbers for 12/3/22: Lottery results for $81M jackpot - IndyStar
