Date,Headline
2022-12-06,22 Things That Happened for the First Time in 2022
2022-12-06,Life Kit's most popular stories of 2022: How to split chores; stay hydrated - NPR
2022-12-06,4 takeaways from the Georgia Senate runoff - The Washington Post
2022-12-06,"Mega Millions numbers for 12/02/2022, Friday jackpot was $333 million - Newsweek"
2022-12-07,Exchange Rates History for 12 July 2022 (12/07/2022)
2022-12-07,The Game Awards 2022: The full list of winners - NPR
2022-12-07,July’s buck moon will light up the sky this week | CNN
2022-12-07,Time's 2022 Person of the Year is Volodymyr Zelenskyy and the spirit of Ukraine - NPR
2022-12-07,"Wordle, Johnny Depp and more: Top trending Google searches for 2022 - USA TODAY"
2022-12-07,Polls Were Great in 2022. Can They Repeat Their Success in 2024?
2022-12-07,US Dollar Exchange Rates for 12/07/2022 (12 July 2022)
2022-12-07,July’s buck moon will light up the sky this week | CNN
2022-12-08,Exchange Rates History for 12 August 2022 (12/08/2022)
2022-12-08,Forecast 2023: Ad Spending Will Slow Down Next Year But Will Continue To Grow
2022-12-08,12-08-2022 Daily Edition - The Hollywood Reporter
2022-12-08,2022 – Crypto Markets: A Year in Review - CoinDesk
2022-12-08,World Cup 2022: FIFA confirms change to start date - CNN
2022-12-08,2022 Reading Picks From Times Staff Critics
2022-12-08,The Most Memorable Wines of 2022 - The New York Times
2022-12-08,"Gas Prices Today, August 12, 2022: Check the cheapest Gas Stations Today - MARCA"
2022-12-08,Europe’s Best Christmas Markets For 2022: Number One Is Budapest
2022-12-08,Michael Dirda picks his favorite crime and mystery novels of 2022 - The Washington Post
2022-12-08,Period underwear FAQS — answered | CNN
2022-12-08,US Dollar Exchange Rates for 12/08/2022 (12 August 2022)
2022-12-09,Exchange Rates History for 12 September 2022 (12/09/2022)
2022-12-09,"The News Roundup For December 9, 2022 : 1A - NPR"
2022-12-09,2022’s Top Restaurant Dishes - The New York Times
2022-12-09,"Fact check: Grocery costs on the rise, but post overstates increases - USA TODAY"
2022-12-09,World Cup 2022: 10 current and legendary players share what it takes to win - Newsweek
2022-12-09,Flexible spending accounts are back to use-it-or-lose-it - NPR
2022-12-09,The Best Book Covers of 2022 - The New York Times
2022-12-09,US Dollar Exchange Rates for 12/09/2022 (12 September 2022)
2022-12-10,US Dollar Exchange Rates for 12/10/2022 (12 October 2022)
2022-12-10,MMA Pound-for-Pound Rankings: Top 10 Fighters in 2022
2022-12-10,2022 U.S. National Security Strategy - USNI News
2022-12-10,"Powerball lottery: Did you win Saturday’s $116M Powerball drawing? Winning numbers, live results (12/10/2022) - nj.com"
2022-12-10,"Daily horoscope for December 10, 2022 - The Denver Post"
2022-12-10,"As attendance dips, churches change to stay relevant for a new wave of worshippers - NPR"
2022-12-10,"Colorado snow totals for Dec. 12-13, 2022 - The Denver Post"
2022-12-10,The Top 10 Websites for Science in 2022 | RealClearScience
2022-12-11,"What channel is Philadelphia Eagles game today vs. New York Giants? (12/11/2022) FREE LIVE STREAM, Time, TV, Odds, Picks, Score Updates for NFL Week 14"
2022-12-11,Exchange Rates History for 12 November 2022 (12/11/2022)
2022-12-11,12/11/2022: Snow day Sunday - NEWS10 ABC
2022-12-11,Phys.org | Archive : 12/11/2022
2022-12-11,"What channel is New York Giants game today vs. Philadelphia Eagles? (12/11/2022) FREE LIVE STREAM, Time, TV, Odds, Score Updates for NFL Week 14"
2022-12-11,US Dollar Exchange Rates for 12/11/2022 (12 November 2022)
2022-12-12,Exchange Rates History for 12 December 2022 (12/12/2022)
2022-12-12,The 10 best TV shows of 2022 - The Washington Post
2022-12-12,Jamaican Dollar Exchange Rates for 12/12/2022 (12 December 2022)
2022-12-12,"USNI News Fleet and Marine Tracker: Dec. 12, 2022"
2022-12-12,Inflation Forecasts Were Wrong Last Year. Should We Believe Them Now? (Published 2022) - The New York Times
2022-12-12,"Colorado snow totals for Dec. 12-13, 2022 - The Denver Post"
2022-12-12,"Colorado snow totals for Dec. 28-29, 2022 - The Denver Post"
2022-12-13,"Colorado snow totals for Dec. 13-14, 2022 - The Denver Post"
2022-12-13,"Mega Millions Numbers for 12/13/2022, Tuesday Jackpot Was $400 Million"
2022-12-13,"Daily horoscope for December 13, 2022 - The Denver Post"
2022-12-13,2022 Review: How Republicans Lost Despite Winning the Popular Vote (Published 2022) - The New York Times
2022-12-13,US Dollar Exchange Rates for 13/12/2022 (13 December 2022)
2022-12-13,"The Best New Movies And Shows On Netflix Today: December 13, 2022"
2022-12-13,2022 In Review: An Eventful Cybersecurity Year - Forbes
2022-12-14,"Colorado snow totals for Dec. 13-14, 2022 - The Denver Post"
2022-12-14,Our 10 most popular recipes of 2022 - The Washington Post
2022-12-14,US Dollar Exchange Rates for 14/12/2022 (14 December 2022)
2022-12-14,"Powerball lottery: Did you win Wednesday’s $134M Powerball drawing? Winning numbers, live results (12/14/2022) - nj.com"
2022-12-14,"Daily horoscope for December 14, 2022 - The Denver Post"
2022-12-14,Elton John And Bad Bunny Were 2022’s Most Popular Touring Acts - Forbes
2022-12-14,Our Top Recipes of 2022 - The New York Times
2022-12-14,Our 20 Most Popular Recipes of 2022 - The New York Times
2022-12-14,Best of visual art in 2022 - The Washington Post
2022-12-14,Exchange Rates History for 14 December 2022 (14/12/2022)
2022-12-15,Exchange Rates History for 15 December 2022 (15/12/2022)
2022-12-15,The 100 Best Songs Of 2022 - NPR
2022-12-15,12/15/2022: Snow falling tonight through Saturday - NEWS10 ABC
2022-12-15,"Weekly News Quiz: December 15, 2022 - CNN"
2022-12-15,"Daily horoscope for December 15, 2022 - The Denver Post"
2022-12-15,Best of classical music in 2022 - The Washington Post
2022-12-15,US Dollar Exchange Rates for 15/12/2022 (15 December 2022)
2022-12-15,The 100 Best Songs Of 2022 - NPR
2022-12-16,Exchange Rates History for 16 December 2022 (16/12/2022)
2022-12-16,Music in 2022: The 10 best singles and albums of the year
2022-12-16,Best games of 2022 chosen by NPR
2022-12-16,"The Best New Movies And Shows On Netflix Today: December 16, 2022"
2022-12-16,The Breakout Stars of 2022 (Published 2022) - The New York Times
2022-12-16,The world is burning more coal than ever before - CNN
2022-12-16,The Top Weeknight Recipes of 2022 - The New York Times
2022-12-16,US Dollar Exchange Rates for 16/12/2022 (16 December 2022)
2022-12-17,Best books of 2022: Top 30 must-read titles of the year - New York Post
2022-12-17,The Best of 2022 - The New York Times
2022-12-17,US Dollar Exchange Rates for 17/12/2022 (17 December 2022)
2022-12-17,"Powerball lottery: Did you win Saturday’s $149M Powerball drawing? Winning numbers, live results (12/17/2022) - nj.com"
2022-12-17,"Daily horoscope for December 17, 2022 - The Denver Post"
2022-12-17,The story of jazz in 2022: A year-end listening party - NPR
2022-12-17,"Colorado snow totals for Nov. 17, 2022 - The Denver Post"
2022-12-17,"Analysis | Biden vs. Trump? In 2022, there was a clear winner and a clearer loser - The Washington Post"
2022-12-17,Exchange Rates History for 17 December 2022 (17/12/2022)
2022-12-18,2022: Year in Review - Los Angeles Times
2022-12-18,"Lionel Messi, Argentina win 2022 World Cup title over France - New York Post"
2022-12-18,Finally. Lionel Messi leads Argentina over France to win a World Cup championship - OPB - Oregon Public Broadcasting
2022-12-18,US Dollar Exchange Rates for 18/12/2022 (18 December 2022)
2022-12-18,The top fintech stories of 2022 | TechCrunch
2022-12-18,Hanukkah Lights 2022 - NPR
2022-12-18,Southwest will pay a $140 million penalty for 2022 meltdown : NPR
2022-12-18,Exchange Rates History for 18 December 2022 (18/12/2022)
2022-12-19,US Dollar Exchange Rates for 19/12/2022 (19 December 2022)
2022-12-19,22 good things that happened in 2022 - The Washington Post
2022-12-19,"Powerball lottery: Did you win Monday’s $158M Powerball drawing? Winning numbers, live results (12/19/2022)"
2022-12-19,Our 10 most popular vegetarian recipes of 2022
2022-12-19,The 2022 World Cup moments in Qatar that surprised and delighted : NPR
2022-12-19,"Medical science breakthroughs of 2022: ALS, diabetes, COVID - USA TODAY"
2022-12-19,"December 12/19, 2022, Issue - The Nation"
2022-12-19,"Daily horoscope for December 19, 2022 - The Denver Post"
2022-12-19,Exchange Rates History for 19 December 2022 (19/12/2022)
2022-12-20,12 Predictions For Venture Capital In 2023
2022-12-20,US Dollar Exchange Rates for 20/12/2022 (20 December 2022)
2022-12-20,Exchange Rates History for 20 December 2022 (20/12/2022)
2022-12-21,"Daily horoscope for December 21, 2022 - The Denver Post"
2022-12-21,Exchange Rates History for 21 December 2022 (21/12/2022)
2022-12-21,"Dealmaking Falls by 30% in 2022 as Inflation, Volatility Hit M&A Volumes - Bloomberg.com"
2022-12-21,British Pound Exchange Rates for 21/12/2022 (21 December 2022)
2022-12-22,The top health stories of 2022 - The Washington Post
2022-12-22,12-22-2022 Daily Edition - The Hollywood Reporter
2022-12-22,US Dollar Exchange Rates for 22/12/2022 (22 December 2022)
2022-12-22,"The Best New Movies And Shows On Netflix Today: December 22, 2022"
2022-12-22,"Daily horoscope for December 22, 2022 - The Denver Post"
2022-12-22,These 7 charts show what got pricier (and cheaper!) in 2022 : NPR
2022-12-22,The Best Books of 2022 : 1A - NPR
2022-12-22,Exchange Rates History for 22 December 2022 (22/12/2022)
2022-12-23,The best and funniest memes of 2022 - New York Post
2022-12-23,"The best movies of 2022: 'Fabelmans,' 'Avatar,' 'Black Panther' - New York Post"
2022-12-23,12/23/2022: Brutal cold & wind settle in - NEWS10 ABC
2022-12-23,12/23/2022: Wild weather heading into Christmas - NEWS10 ABC
2022-12-23,US Dollar Exchange Rates for 23/12/2022 (23 December 2022)
2022-12-23,Big 12 releases 2022-23 men’s basketball conference schedule - Dallas News
2022-12-23,A bizarre trend: Was 2022 the year of the cannibal? | CNN
2022-12-23,"The Artists We Lost in 2022, in Their Words - The New York Times"
2022-12-23,Bitcoin Mining In 2022: The Year Boom Turned To Bust - Forbes
2022-12-23,"Big 12 expert picks 2022-23: Bold predictions, most overrated and underrated teams, top players"
2022-12-23,Exchange Rates History for 23 December 2022 (23/12/2022)
2022-12-24,Is the post office open on Christmas Eve 2022? Is there mail delivery? Does the mail run?
2022-12-24,US Dollar Exchange Rates for 24/12/2022 (24 December 2022)
2022-12-24,Powerball numbers for 12/24/22: Lottery results for $186M jackpot - IndyStar
2022-12-24,Temperature in NYC drops 50 degrees in 24 hours - New York Daily News
2022-12-24,"Daily horoscope for December 24, 2022 - The Denver Post"
2022-12-25,Dave Barry’s 2022 Year in Review - The Washington Post
2022-12-25,US Dollar Exchange Rates for 25/12/2022 (25 December 2022)
2022-12-25,"Is the post office open on Monday, Dec. 26, 2022? Is there mail delivery? Does the mail run?"
2022-12-25,"Daily horoscope for December 25, 2022 - The Denver Post"
2022-12-25,Books We Love: Fiction recommendations from 2022 - NPR
2022-12-25,"No new Yellowstone episode tonight (12-25-22), but fans can watch ‘The Dutton Family Holiday Marathon’ - silive"
2022-12-25,Euro Exchange Rates for 25/12/2022 (25 December 2022)
2022-12-26,How 2022 was a historically close election | CNN Politics
2022-12-26,Fentanyl seizures at the border shatter records in 2022 - New York Post
2022-12-26,US Dollar Exchange Rates for 26/12/2022 (26 December 2022)
2022-12-26,"Is the post office open on Monday, Dec. 26, 2022? Is there mail delivery? Does the mail run?"
2022-12-26,2022 marked the end of cheap mortgages and now the housing market has turned icy cold - NPR
2022-12-26,12/26/2022: The COLDEST Weather Leaves on Wednesday
2022-12-26,Physical attacks on power grid surge to new peak - POLITICO
2022-12-26,"The most satisfying movies of 2022, from ‘Avatar’ to ‘Everything Everywhere’ - CNN"
2022-12-26,"In 2022, TV Woke Up From the American Dream - The New York Times"
2022-12-26,The movies that stood out in 2022 - NPR
2022-12-26,Exchange Rates History for 26 December 2022 (26/12/2022)
2022-12-27,Why 2022 was a tough year for Trump and 2023 may not be much better
2022-12-27,US Dollar Exchange Rates for 27/12/2022 (27 December 2022)
2022-12-27,12-27-2022 Daily Edition - The Hollywood Reporter
2022-12-27,Who got canceled in 2022: From Will Smith to Ticketmaster - New York Post
2022-12-27,Stories You Might Have Missed in 2022 - The New York Times
2022-12-27,"Saints at 49ers Week 12 Game Recap - November 27, 2022 - New Orleans Saints"
2022-12-27,The badly handled data breaches of 2022 | TechCrunch
2022-12-27,Why 2022 was a tough year for Trump and 2023 may not be much better | CNN Politics - CNN International
2022-12-28,"Cook County property transfers for Sept. 12-28, 2022 - Daily Herald"
2022-12-28,2022 Hurricane season underscores that it only takes one storm - NPR
2022-12-28,US Dollar Exchange Rates for 28/12/2022 (28 December 2022)
2022-12-28,"Colorado snow totals for Dec. 28-29, 2022 - The Fort Morgan Times"
2022-12-28,Devastating disasters and flickers of hope: These are the top climate and weather stories of 2022 - CNN
2022-12-28,"Colorado snow totals for Dec. 28-29, 2022 - The Denver Post"
2022-12-28,Biden and his team feeling vindicated by a 2022 turnaround built on the same decades-old principles - CNN
2022-12-28,Six ways media took a big step backward in 2022 - NPR
2022-12-28,"My Favorite Phones Of 2022, Ranked - Forbes"
2022-12-29,2022 was the year crypto came crashing down to Earth
2022-12-29,The 2022 Good Tech Awards - The New York Times
2022-12-29,Why 2022 was a very good year - The Washington Post
2022-12-29,"What channel is Dallas Cowboys game on today? (12/29/2022) LIVE STREAM, Time, TV vs. Titans | Odds, Picks, NFL Week 16 - nj.com"
2022-12-29,The most unforgettable pop culture moments of 2022 - CNN
2022-12-29,"As end of 2022 nears, homicide total up slightly over 2021 in Topeka - WIBW"
2022-12-29,"Colorado snow totals for Dec. 28-29, 2022 - The Denver Post"
2022-12-29,US Dollar Exchange Rates for 29/12/2022 (29 December 2022)
2022-12-29,"2022 one of deadliest years for West Bank Palestinians, U.N. says - The Washington Post"
2022-12-29,Exchange Rates History for 29 December 2022 (29/12/2022)
2022-12-30,Goodbye 2022 – and good riddance. Markets close out their worst year since 2008 - CNN
2022-12-30,Stocks Have Their Worst Year Since 2008 - The New York Times
2022-12-30,Exchange Rates History for 30 December 2022 (30/12/2022)
2022-12-30,Meet the cybercriminals of 2022 - TechCrunch
2022-12-30,"GM Stock Value Stable Week Of Dec 27 - Dec 30, 2022 - GM Authority"
2022-12-30,Watch the night sky for these celestial events in 2023 | CNN
2022-12-30,US Dollar Exchange Rates for 30/12/2022 (30 December 2022)
2022-12-31,Exchange Rates History for 31 December 2022 (31/12/2022)
2022-12-31,2022 was a deadly (but hopeful) year in America’s opioid crisis
2022-12-31,Our New Year’s predictions and how they fared in 2022 - Vox
2022-12-31,Analysis | These were our 10 most popular posts of 2022
2022-12-31,"Homicides in 2022 went down in D.C., Prince George's and other U.S. cities - The Washington Post"
2022-12-31,What TikTok Told Us About the Economy in 2022
2022-12-31,Is the post office open on New Year’s Eve 2022? Is there mail delivery? Does the mail run?
2022-12-31,Canadian Dollar Exchange Rates for 31/12/2022 (31 December 2022)
2022-12-31,2022 was a deadly (but hopeful) year in America's opioid crisis
2023-01-01,Exchange Rates History for 1 January 2023 (01/01/2023)
